Name,Price,Cpu,ScreenResolution,Ram,Memory,Gpu,OpSys,Weight,Inch
"Dell Inspiron 15 3525 Ryzen 3 5425U 15.6"" FHD Laptop",61890  bdt,AMD Ryzen 3 5425U ,15.6 inch  FHD (1920 x 1080) Touch ScreenNo Refresh Rate120Hz ,8GB,M.2 PCIe NVMe SSD 256GB ,AMD Radeon Graphics Shared ,Windows 11 Home ,1.68 kg,15.6
Acer TravelMate P214-53-72WA Intel Core i7 1165G7 14 Inch FHD Display Shale Black Laptop #NX.VPLSI.00X,91680  bdt,Intel Core i7 11th (Intel) Core i7 1165G7 2.80 GHz 4.70 GHz 4 8 12MB Not Specified ,"14 FHD IPS LED Display Full HD 1920x1080 Anti-Glare No Not Specified Slim Bezel Display Screen Type: LCD, Display Screen Technology: In-plane Switching (IPS) Technology, ComfyView, Aspect Ratio: 16:9, Backlight Technology: LED, HDCP Supported: Yes No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,512GB SSD No HDD No HDD Not Specified NVMe PCIe Not Specified Installed SSD can be upgradeable ,Intel Iris Xe Graphics Integrated Shared None ,Linux Not Specified Not Specified ,1.63 kg,15.232530120481924
HP Pavilion 14-ec0234AU 14 inch FHD Display AMD Ryzen 5-5500U 8GB RAM 512GB SSD Laptop,77900  bdt,"AMD Ryzen 5-5500U (up to 4.0 GHz max boost clock, 8 MB L3 cache, 6 cores, 12 threads)","14"" diagonal, FHD (1920 x 1080), IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",8 GB,512 GB PCIe NVMe M.2 SSD,AMD Radeon Graphics,Windows 11 Home,1.41 kg,15.232530120481924
"Acer Extensa 15 EX215-54-37AH Core i3 11th Gen 15.6"" FHD Laptop",52670  bdt,Intel Core i3-1115G4 Processor ,15.6 Inch Full HD 1920 x 1080 Touch ScreenNo Display FeaturesHigh-brightness Acer ComfyView LED-backlit TFT LCD ,4GB,2.5 inch HDD 1TB ,Intel UHD Graphics Shared ,Free DOS ,1.90kg,15.6
HP 14s-dq4678TU 14 inch Full HD Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop,88500  bdt,"Intel Core i7-1195G7 (up to 5.0 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 4 cores, 8 threads)","35.6 cm (14"") diagonal, FHD (1920 x 1080), IPS, micro-edge, BrightView, 250 nits, 45% NTSC",8 GB,512 GB PCIe NVMe M.2 SSD,Intel Iris Xe Graphics,Windows 11 Home 64bit,1.46 kg,15.232530120481924
Asus D515DA AMD Ryzen 3 3250U 15.6 Inch FHD Display Win 11 Slate Grey Laptop #EJ1325W-D515DA,59130  bdt,AMD Ryzen 3 Not Applicable Ryzen 3 3250U 2.60 GHz 3.50 GHz 2 4 5MB Not Specified ,"15.6 FHD Full HD 1920x1080 Anti-glare No 60 Hz Thin-bezel Aspect Ratio: 16:9, Screen-to-body ratio: 83% No Secondary Screen No Secondary Screen No Secondary Screen ",4GB,"512GB SSD No HDD No HDD 1 NVMe PCIe No Additional HDD Can be added, SSD can be replaced ",AMD Radeon Graphics Integrated Shared Not Applicable ,"Win-11 Home McAfee, MyASUS Not Specified ",1.80 kg,15.232530120481924
Lenovo V14 Intel Core i3 1115G4 14 Inch FHD TN Display Black Laptop #82KA00E6IN,53710  bdt,Intel Core i3 11th (Intel) Core i3 1115G4 3.00 GHz 4.10 GHz 2 4 6MB Intel SoC Platform ,"14 FHD Full HD 1920x1080 Antiglare No 60 Hz Slim Bezel Brightness: 250 Nits, Panel: TN No Secondary Screen No Secondary Screen No Secondary Screen ",4GB,"1TB HDD SATA 5400 RPM No No SSD 1 Additional SSD Can be added, HDD can be replaced ",Intel UHD Graphics Integrated Shared Not Applicable ,Free-Dos Not Specified Not Specified ,1.6 kg,15.232530120481924
Asus X515EA Intel Core i5 1135G7 15.6 Inch FHD WV Display Slate Grey Laptop #BQ2312W-X515EA,74320  bdt,Intel Core i5 11th (Intel) Core i5 1135G7 2.40 GHz 4.20 GHz 4 8 8MB Not Specified ,15.6 FHD Full HD 1920x1080 Not Specified No 60 Hz Slim Bezel WV Display No Secondary Screen No Secondary Screen No Secondary Screen ,4GB,"1TB HDD SATA Not Specified No No SSD 1 Additional SSD Can be added, HDD can be replaced ",Intel Iris Xe Graphics Integrated Shared Not Applicable ,Win-11 Home Not Specified Not Specified ,1.80kg,15.232530120481924
HP ZBOOK FURY G7 15.6 INCH 4K DISPLAY XEON W-10885M 16GB RAM 1TB SSD CREATOR LAPTOP WITH RTX 3000 6GB GRAPHICS,353000  bdt,"Intel Xeon W-10885M with Intel UHD Graphics (2.4 GHz base frequency, 
up to 5.3 GHz with Intel Turbo Boost Technology, 
16 MB L3 cache, 8 cores), supports Intel vPro
technology","15.6"" diagonal, 4K UHD (3840 x 2160), touch, IPS,
Anti-reflection Corning Gorilla Glass 5, 600 nits, 100% DCI-P3",16GB,1 TB PCIe NVMe TLC SED SSD,"Integrated: Intel UHD Graphics 
Discrete: NVIDIA Quadro RTX 3000 (6 GB GDDR6 dedicated);",Windows 10 Pro 64,2.35 kg,15.232530120481924
Asus VivoBook S15 S513EA Intel Core i3 1115G4 15.6 Inch FHD OLED Display Hearty Gold Laptop #L13075W-S513EA,74870  bdt,Intel Core i3 11th (Intel) Core i3 1115G4 Not Specified 4.10 GHz 2 4 6MB Not Specified ,"15.6 FHD OLED Display Full HD 1920x1080 Glossy No 60 Hz Slim bezel Aspect ratio: 16:9, Response time: 0.2ms response time, Peak Brightness: 600nits peak brightness, Color gamut: 100% DCI-P3 color gamut, Contrast ratio: 1,000,000:1, VESA CERTIFIED Display HDR: VESA CERTIFIED Display HDR True Black 600, Color depth: 1.07 billion colors, Pantone: PANTONE Validated, Low blue light: 70% less harmful blue light, SGS Eye Care Display: SGS Eye Care Display, Screen-to-body ratio: 85 %. No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,"512GB SSD No HDD No HDD No NVMe PCIe 1 Additional HDD Can be added, SSD can be replaced ",Intel UHD Graphics Integrated Shared Not Specified ,Win-11 Home Not Specified Not Specified ,1.80 kg,15.232530120481924
ASUS VivoBook 15 K513EA 15.6 inch Full HD Display Core i3 11th Gen 8GB RAM 512GB SSD Laptop (Hearty Gold),66000  bdt,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)","15.6-inch,FHD (1920 x 1080) 16:9,IPS-level Panel, Anti-glare display, LED Backlit,250nits,NTSC: 45%,Screen-to-body ratio: 85 %",8GB,512GB M.2 NVMe PCIe 3.0 SSD (Extra Hard Disk Slot Available),Intel UHD Graphics,Wi-Fi 5(802.11ac),1.80 kg,15.6
MSI GF63 Thin 11UC Intel Core i5 11400H 15.6 Inch FHD Display 8GB RAM Black Gaming Laptop #9S7-16R612-025 / 9S7-16R612-688,126400  bdt,Intel Core i5 11th (Intel) Core i5 11400H Not Specified 4.50 GHz 6 12 12MB Intel HM570 ,15.6 FHD IPS Full HD 1920x1080 Anti-Glare No 144 Hz Slim Bezel Not Specified No Secondary Screen No Secondary Screen No Secondary Screen ,8GB,"512GB SSD No HDD No HDD 1 NVMe PCIe No Additional HDD Can be added, SSD can be replaced ",Nvidia RTX 3050 Max-Q Dedicated 4GB GDDR6 ,Win-10 Home Not Specified Not Specified ,1.86 kg,15.232530120481924
ASUS EXPERTBOOK P1412CEA 14-INCH FHD DISPLAY INTEL CORE I3 11TH GEN 4GB RAM 1TB HDD LAPTOP,56000  bdt,"Intel Core i3-1115G4 Processor 3.0 GHz (6M Cache, up to 4.1 GHz, 2 cores)","35.56cm(14) (16:9) LED-backlit FHD (1920*1080) 60Hz Anti-Glare Panel with 45% NTSC, 220NITS",4 GB,1 TB HDD (Extra M.2 NVMe SSD Slot Available),Integrated Intel UHD Graphics 520,"Endless Free DOS, ASUS recommends Windows 11 Pro for business",1.5 kg,15.232530120481924
"Walton Passion BX510U Core i5 10th Gen 15.6"" FHD Laptop",65325  bdt,Intel Core i5-10210U ,15.6 inch FHD (1920 x 1080) Touch ScreenNo Display FeaturesAnti-glare LED-backlit display ,8GB,SATAIII M.2 2280 SSD 512GB ,Intel UHD Graphics Shared ,Windows 10 ,1.59kg,15.6
Walton Karonda GX710G Pro 15.6-inch Full HD 144Hz Backlit Display Core i7 10 GEN 16GB RAM 512GB SSD Gaming Laptop With NVIDIA GTX 1650 4GB Graphics,122850  bdt,"Intel CoreTM i7-10875H processor (14nm,2.3GHz, DDR4-2933MHz, 16MB Smart Cache,TDP: 45W)","Full metallic chassis 15.6” (39.62cm) FHD (1920x1080) IPS with 72% NTSC Matte LED-backlit display
144Hz Display Refresh Rate",16GB,"512GB M.2 2280 SSD, NVMe PCIe Gen 3x4 Interface
One changeable 2.5” 7mm(H) HDD / SSD, SATA interface (Optional)","NVIDIA® GeForce GTX 1650 (N18P-G61-MP2)
- 4GB GDDR6 Video RAM
- Support PCIe x8
- Microsoft DirectX 12 compatible
- GeForce CUDATM Technology",Free DOS/Windows/Linux,1.73,15.232530120481924
Lenovo ThinkBook 14 G2 ITL Intel Core i5 1135G7 14 Inch FHD Display Mineral Grey Laptop #20VD01A3IN-3Y,90060  bdt,Intel Core i5 11th (Intel) Core i5 1135G7 2.40 GHz 4.20 GHz 4 8 8MB Intel SoC (System on Chip) platform ,14 FHD Full HD 1920x1080 Antiglare No 60 Hz Slim Bezel Aspect Ratio: 16:9 No Secondary Screen No Secondary Screen No Secondary Screen ,8GB,512GB SSD No HDD No HDD No NVMe PCIe No Installed SSD can be upgradeable ,Intel Iris Xe Graphics Integrated Shared Not Applicable ,Free-Dos Not Specified Not Specified ,1.4 kg,15.232530120481924
Asus ROG Zephyrus G14 GA402RJ AMD Ryzen 9 6900HS 15.6 Inch WQXGA WV Display Grey & AniMe Matrix Gaming Laptop #L8085W-GA402RJ,279930  bdt,AMD Ryzen 9 Not Applicable Ryzen 9 6900HS 3.30 GHz 4.90 GHz 8 16 20MB Not Specified ,"15.6 WQXGA IPS LED Display QHD 2560x1600 Anti-Glare No 120 Hz Slim-Bezel Color Gamut: DCI-P3 100%, Contrast: 1200:1, Brightness: 500nits, Response Time (G2G): 3ms, Viewing Angle: 170 Degree (H & V), WV Display, Adaptive-Sync technology, Pantone Validated, ROG Nebula Display, Support Dolby Vision HDR No Secondary Screen No Secondary Screen No Secondary Screen ",16GB,1TB SSD No HDD No HDD Not Specified NVMe PCIe Not Specified Not Specified ,AMD Radeon RX 6700S Graphics Dedicated 8GB GDDR6 ,"Win-11 Home Built-in Apps: McAfee, MyASUS, ScreenXpert Not Specified ",1.72 kg,15.232530120481924
Asus VivoBook 15 K513EQ 15.6 inch Full HD Display Core i7 11th Gen 8GB RAM 512GB SSD Laptop with MX350 2GB Graphics,113000  bdt,"Intel Core i7-1165G7 Processor 2.8 GHz (12M Cache, up to 4.7 GHz, 4 cores)",512GB M.2 NVMe PCIe 3.0 SSD,8GB,"NVIDIA GeForce MX350 2GB GDDR5 VRAM, Integrated Intel IRIS Xe Graphics","15.6-inch,FHD (1920 x 1080) 
16:9,IPS-level Panel, 
Anti-glare display, 
LED Backlit,250nits,NTSC: 45%, 
Screen-to-body ratio: 85 % ",Wi-Fi 6(802.11ax),1.80 kg,15.232530120481924
"Asus VivoBook 15 X513EP Core i7 11th Gen MX330 2GB Graphics 15.6"" FHD Laptop With Windows 11",119900  bdt,Intel Core i7-1165G7 ,"15.6"" LED FHD (1920x1080) Display Features60Hz Anti-Glare Panel with 45% NTSC with wide 178° viewing angles ",8GB,PCIe NVMe M.2 SSD 512GB ,NVIDIA GeForce MX350 2GB ,Windows 11 ,1.7 kg,15.232530120481927
Asus ExpertBook P1412CEA Intel Core i3 1115G4 14 Inch FHD LED Display Slate Grey Laptop #EK0183-P1412CEA,60220  bdt,Intel Core i3 11th (Intel) Core i3 1115G4 Not Specified 4.10 GHz 2 4 6MB Not Specified ,"14 FHD Full HD 1920x1080 Anti-Glare No Not Specified Slim Bezel Brightness: 220nits, Aspect Ratio: 16:9, Color gamut: NTSC: 45%, Screen-to-body ratio: 82 %, Panel Type: TN No Secondary Screen No Secondary Screen No Secondary Screen ",4GB,"1TB HDD SATA 5400 RPM No No SSD 1 Additional SSD Can be added, HDD can be replaced ",Intel UHD Graphics Integrated Shared Not Applicable ,Free-Dos Not Specified Not Specified ,1.50 kg,15.232530120481924
Lenovo ThinkPad X1 Carbon Gen 9 Intel Core i7 1165G7 14 Inch WUXGA IPS Anti-Glare Display Black Laptop #20XXS89Y00,256060  bdt,Intel Core i7 11th (Intel) Core i7 1165G7 2.80GHz 4.70GHz 4 8 12MB Intel SoC (System on Chip) platform ,"14 WUXGA IPS LED Display Full HD 1920x1200 Anti-Glare No 60 Hz Slim Bezel Brightness: 400 Nits, Aspect Ratio: 16:10, Viewing Angle: 170 Degree No Secondary Screen No Secondary Screen No Secondary Screen ",16GB,512GB SSD No HDD No HDD No NVMe PCIe No Installed SSD can be upgradeable ,Intel Iris Xe Graphics Integrated Shared Not Applicable ,Free-Dos Not Specified Not Specified ,1.133kg,15.232530120481924
Lenovo ThinkPad E14 Gen 2 Intel Core i3 1115G4 14 Inch HD Display Black Laptop #20TBS24K00,70530  bdt,Intel Core i3 11th (Intel) Core i3 1115G4 3.0GHz 4.10GHz 2 4 6MB Intel SoC platform ,"14 FHD Full HD 1920x1080 Anti-Glare No 60 Hz Slim Bezel Brightness: 220 nits, Aspect Ratio: 16:9, Contrast Ratio: 500:1, Color Gamut: 45% NTSC, Viewing Angle: 90 Degree. No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,"512GB SSD No HDD No HDD No NVMe PCIe 1 Additional SSD Slot, Upgradeable Installed SSD ",Intel UHD Graphics Integrated Shared Not Applicable ,Free-Dos Not Specified Not Specified ,1.64 kg,15.232530120481924
"GIGABYTE G5 GD Core i5 11th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",121000  bdt,Intel Core i5-11400H ,15.6 Inch IPS FHD (1920x1080) Touch ScreenNo ,16GB,M.2 NVMe PCIe 512GB ,NVIDIA GeForce RTX 3050 4GB ,Windows 11 Home ,2.2 kg,15.6
"Asus Vivobook X515KA Celeron N4500 15.6"" HD Laptop",42900  bdt,Intel Celeron N4500 Processor ,15.6-inch HD (1366 x 768) Touch ScreenNo Display FeaturesAspect ratio 16:9 ,4GB," 2.5"" HDD 1TB ",Intel UHD Graphics 600 Shared ,Windows 11 Home ,1.80 kg,15.6
Asus Vivobook GO E410MA 14 inch full hd display Celeron N4020 4GB RAM 512GB SSD Laptop (Star Black),47000  bdt,"Intel Celeron Processor N4020 
(4M Cache, 1.10 GHz up to 2.80 GHz)",512GB M.2 NVMe PCIe 3.0 SSD,4GB,Intel UHD Graphics 600,"14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, 220nits, 45% NTSC color gamut, Anti-glare display, Screen-to-body ratio: 78 ％","Wi-Fi:Wi-Fi 5 (802.11ac)
Bluetooth:Bluetooth 4.2",1.30 kg,15.232530120481924
MSI Raider GE66 Deluxe Edition 12UHS 15.6 inch UHD 120Hz Display Core i9 12th Gen 32GB RAM 2TB SSD Gaming Laptop with RTX 3080 Ti 16GB Graphics,nan bdt,"Intel Core i9-12900HK (24M Cache, 3.80 GHz, up to 5.00 GHz)","15.6"" UHD (3840x2160), 120Hz, IPS-Level",32GB,2TB NVMe PCIe Gen4x4 SSD,"NVIDIA GeForce RTX 3080 Ti Laptop GPU 16GB GDDR6
Up to 1505MHz Boost Clock, 150W Maximum Graphics Power with Dynamic Boost. Max. 195W CPU-GPU Power with MSI OverBoost Technology.",Windows 11 Home,2.38 kg,15.232530120481924
Walton Tamarind MX311G 14 inch Full HD Display Core i3 11th gen 8GB RAM 512GB SSD Windows 11 Laptop,57500  bdt,"Intel Core i3-1115G4 11th Generation processor (1.7GHz - 3.0GHz, up to 4.1GHz)","14.0"" (35.56cm) FHD (1920x1080) IPS matte LED Backlit Display with 100% sRGB",8GB,"512GB M.2 2280 SSD, PCIe Gen3x4 interface (Extra Expandable Slot Storage up to 2TB)",Intel UHD Graphics,Genuine Windows 11,1.40kg,15.232530120481924
HP ProBook 445 G8 14 Inch Full HD IPS Display Ryzen 5 5600U 8GB RAM 512GB SSD Laptop,nan bdt,"AMD Ryzen 5 5600U with Radeon Graphics (2.3 GHz base clock, up to 4.2 GHz max boost clock, 16 MB L3 cache, 6 cores)","14″ diagonal, FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",8GB,512GB NVMe PCIe SSD,AMD Radeon Graphics,Windows 10,1.38 kg,15.232530120481924
"Acer TravelMate TMP215-53 Core i3 11th Gen 8GB RAM 15.6"" FHD Laptop",63000  bdt,Intel Core i3-1115G4 ,15.6 Inch IPS Full HD (1920X1080) Touch ScreenNo ,8GB,M.2 NVME SSD 512 GB ,Intel UHD Graphics Shared ,Free DOS ,1.68 kg,15.6
Asus VivoBook 15 X1502ZA 12th Gen Intel Core i5 1240P 15.6 Inch FHD LED Display Quiet Blue Laptop #X1502ZA-BQ201W,93310  bdt,Intel Core i5 12th (Intel) Core i5 1240P 1.70GHz 4.40GHz 12 16 12MB Not Specified ,"15.6 FHD Full HD 1920x1080 Anti-Glare No 60 Hz Not Specified WV Display, Brightness: 250nits, Color gamut: 45% NTSC color gamut No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,512GB SSD No HDD No HDD Not Specified NVMe PCIe Not Specified Installed SSD can be upgradeable ,Intel UHD Graphics Integrated Shared Not Applicable ,"Win-11 Home MyASUS, ScreenXpert, GlideX Not Specified ",1.70 kg,15.232530120481924
Asus VivoBook Pro 15 K3500PH Intel Core i5 11300H 15.6 Inch FHD Display Quiet Blue Laptop #KJ242W-K3500PH,126950  bdt,Intel Core i5 11th (Intel) Core i5 11300H 3.10 GHz 4.40 GHz 4 8 8MB Not Specified ,"15.6 FHD IPS LED Display Full HD 1920x1080 Anti-glare No 60 Hz Slim Bezel Aspect ratio: 16:9, Brightness: 400nits, Color gamut: 100% sRGB, Screen-to-body ratio: 84% No Secondary Screen No Secondary Screen No Secondary Screen ",16GB,512GB SSD No HDD No HDD Not Specified NVMe PCIe Not Specified Installed SSD can be upgradeable ,Nvidia GTX 1650 MAX-Q Dedicated 4GB GDDR6 ,Win-11 Home Not Specified Not Specified ,1.65 kg,15.232530120481924
"Lenovo IdeaPad Flex 5i Core i5 11th Gen 14"" FHD Touch Laptop with Windows 11",101490  bdt,Intel Core i5-1135G7 ,14 Inch FHD (1920x1080) Touch ScreenYes (Multi-touch) Display FeaturesWVA 250nits Glossy 10-point ,8GB, M.2 2242 PCIe NVMe SSD 512GB ,Integrated Intel Iris Xe Graphics Shared ,Windows 11 Home ,1.5 kg,15.232530120481927
Acer Aspire 3 A315-58-33VT 15.6 inch Full HD Display Core i3 11th Gen 4GB RAM 1TB HDD Laptop,51500  bdt,"Intel Core i3-1115G4 Processor (8M Cache, 3.0 GHz up to 4.10 GHz)","15.6"" FHD (1920 x 1080) LED Display",4GB,1TB SATA HDD ( Extra M.2 NVME Slot Available ),Intel UHD Graphics,Windows 10 64-bit,1.8 kg,15.232530120481924
Apple MacBook Air Late 2020 Apple M1 Chip 13.3 Inch Retina Display Touch ID Gold MacBook #MGND3LL/A / MGND3ZP/A / MGND3PA/A,122060  bdt,Apple Apple M1 Not Applicable Apple M1 Chip Not Applicable Not Applicable 8 Not Applicable Not Applicable Not Applicable ,"13.3 Retina QHD 2560x1600 Glossy No 60 Hz Slim Bezel Maximum Brightness: 400 cd/m2, Color Gamut: 100% DCI-P3 No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,256GB SSD No HDD No HDD No NVMe PCIe No Installed SSD Can Not Be Replaced ,Apple 7-core GPU Integrated Shared Not Applicable ,"macOS App Store, Books, Calendar, Contacts, FaceTime, Find My, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, News, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos Not Specified ",1.29kg,15.232530120481924
"ASUS VivoBook 15 X515EA Core i3 11th Gen 512GB SSD 15.6"" FHD Laptop",61350  bdt,Intel Core i3-1115G4 ,"15.6-inch FHD (1920 x 1080) Touch ScreenNo Display Features16:9, Anti-glare display, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio: 83 % IPS Panel Display ",4GB,PCIe G3 SSD 512GB ,Intel UHD Graphics Shared ,Windows 11 Home ,1.80 kg,15.6
HP ProBook 440 G8 11th Gen Intel Core i5 1135G7 14 Inch FHD Display Silver Laptop #61G03AV-3Y,93310  bdt,Intel Core i5 11th (Intel) Core i5 1135G7 2.40GHz 4.20GHz 4 8 8MB Not Specified ,14 FHD Full HD 1920x1080 Anti-glare No 60 Hz Slim-Bazel FHD LED Display No Secondary Screen No Secondary Screen No Secondary Screen ,8GB,512GB SSD No HDD No HDD No NVMe PCIe No Installed SSD can be upgradeable ,Intel Iris Xe Graphics Integrated Shared Not Applicable ,Win-11 Home Not Specified Not Specified ,1.38 kg,15.232530120481924
MSI Modern 15 B12M 15.6 inch Full HD Display Core i5 12th Gen 16GB RAM 512GB SSD Laptop,90000  bdt,"Intel Core i5-1235U Processor (12M Cache, up to 4.40 GHz) Core: 10 Thread: 12 (Performance-cores- 2 Efficient-cores- 8)",65W adapter,16GB,Iris Xe Graphics,"15.6"" FHD (1920*1080), 60Hz 45%NTSC IPS-Level",Intel Wi-Fi 6 AX201(2*2 ax),1.7 kg,15.232530120481924
MSI Modern 14 B11MOU 14 inch Full HD Display Core i3 11th Gen 8GB RAM 512GB SSD Laptop,61000  bdt,"Intel Core i3-1115G4 Processor 6M Cache, up to 4.10 GHz","14"" Full HD (1920 x 1080) Thin Bezel IPS-Level Display",8GB,512 GB NVMe PCIe SSD,Intel UHD Graphics,Free Dos,1.3 kg,15.232530120481924
MSI Thin GF63 10SC-638 15.6 inch Full HD 144HZ Display Core i5 10th Gen 8GB RAM 512GB SSD Laptop With GTX 1650 Max-Q 4GB Graphics,nan bdt,"Intel Core i5-10500H Processor ( Total Cores 6; Total Threads 12 ) Max Turbo Frequency 4.50 GHz ,Processor Base Frequency 2.50 GHz, Cache 12 MB Intel Smart Cache","15.6"" Full HD (1920 x 1080) IPS-Level 144Hz 45% NTSC, Thin Bezel Display",8GB,512GB PCIE NVME SSD ( Extra HDD Slot Available ),"NVIDIA GeForce GTX 1650 With Max-Q Design, 4GB GDDR6",Windows 11 Home,1.73,15.232530120481924
Lenovo Note V14 14 inch HD Display Core i3 11th Gen 4GB RAM 1TB HDD 256GB SSD Laptop,56500  bdt," Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)","35.6cms (14) HD, 300 nits, antiglare",4GB,"1 TB 5400rpm HDD 
Extra M.2 Slot256GB SSD",Intel UHD 600 Graphics,Free DOS,1.6 kg,15.232530120481924
Asus VivoBook S14 S433EA 14-Inch Full HD LED Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop (Indie Black),85000  bdt,"
Intel Core i5-1135G7 Processor( 8M Cache, 2.40 GHz up to 4.20 GHz)"," 35.56cm(14”) LED-backlit Full HD (1920 x 1080) 16:9
Frameless NanoEdge display with 85% screen-to-body ratio
178° wide-view technology, Anti-glare",8GB,512GB PCIe SSD ( NVMe SSD Slot available),"
Intel Iris Xe graphics",Windows 10 Home,1.4kg,15.232530120481924
Acer TravelMate P214-53-30NZ Intel Core i3 1115G4 14 Inch FHD Display Shale Black Laptop #NX.VPLSI.014,61300  bdt,Intel Core i3 11th (Intel) Core i3 1115G4 Not Specified 4.10 GHz 2 4 6MB Not Specified ,"14 FHD IPS LED Display Full HD 1920x1080 Not Specified No Not Specified Slim Bezel Display Screen Technology: In-plane Switching (IPS) Technology, ComfyView. Aspect Ratio: 16:9, Backlight Technology: LED, HDCP Supported: Yes No Secondary Screen No Secondary Screen No Secondary Screen ",4GB,1TB HDD+256GB SSD SATA 7200 RPM Not Specified NVMe PCIe Not Specified Installed HDD & SSD can be upgradeable ,Intel UHD Graphics Integrated Shared Not Specified ,Linux Not Specified Not Specified ,1.63 kg,15.232530120481924
"Dell Inspiron 15 3520 Core i7 12th Gen 15.6"" FHD Laptop",101490  bdt,Intel Core i7-1255U ,15.6 inch FHD (1920 x 1080) Touch ScreenNo Refresh Rate120Hz ,8GB,M.2 PCIe NVMe SSD 512GB ,Intel UHD Graphics Shared ,Windows 11 ,1.65 kg,15.6
Dell Inspiron 15 3511 Intel Core i5 1135G7 15.6 Inch FHD Display 512GB SSD Platinum Silver Laptop #WARLOCKN315TGL22054465B-2Y,88430  bdt,Intel Core i5 11th (Intel) Core i5 1135G7 2.40GHz 4.20GHz 4 8 8MB Not Specified ,"15.6 FHD Full HD 1920x1080 Anti-Glare No Not Specified Slim Bezel LED Backlight, Narrow Border WVA Display No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,"512GB SSD No HDD No HDD 1 M.2 NVMe PCIe Not Specified Additional HDD Can be added, SSD can be replaced ",Nvidia MX350 Graphics Dedicated 2GB GDDR5 ,Win-11 Home Not Specified Microsoft Office ,1.73 kg,15.232530120481924
Asus VivoBook 15 K513EA 15.6 inch full hd display Intel i5 11th Gen 8GB RAM 512GB SSD Laptop (Hearty Gold),83000  bdt,Intel Core i5-1135G7 Processor,512GB M.2 NVMe PCIe 3.0 SSD,8GB,Integrated Intel IRIS Xe Graphics,"15.6-inch,FHD (1920 x 1080) 16:9,IPS-level Panel, Anti-glare display, LED Backlit,250nits,NTSC: 45%,Screen-to-body ratio: 85 %",Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2,1.80 kg,15.232530120481924
